ID	TRAIT	CHR	POS	P_WGS	BETA_WGS	AC_WGS	AF_WGS	N_WGS	P_WES_FE	BETA_WES_FE	TOP_EXON	N_IMP	GENOCNT_IMP	MAF_IMP	P_IMP	BETA_IMP	TYPE	DR2_IMP	AF_IMP_CALLSET	maxR2	EXON_R2_BATCH1	EXON_R2_BATCH2	exon_r2_ave	imp_r2_higher	combined_p
CNV_chr11_18941232_18945351	Alb_combined	11	18941232	0.0001891	0.1631	623	0.199105145414	3129	0.0990368	0.00502041	11:18955362-18956550	NA	NA	NA	NA	NA	NA	NA	NA	0.551	0.599	0.59	0.5945	FALSE	0.000222589936061585
CNV_chr2_90151626_90152853	ln_ins_fast_combined	2	90151626	0.0008016	0.1439	583	0.216406829993	2694	0.200021	-0.00479189	2:90198894-90199191	NA	NA	NA	NA	NA	NA	NA	NA	0.981	0.147	NA	0.147	FALSE	0.00156139756362295
CNV_chr7_38249778_38252277	ln_P_ffa0_combined	7	38249778	0.0008489	-0.5152	42	0.0155844155844	2695	0.00321847	0.0284101	7:38301745-38301846	NA	NA	NA	NA	NA	NA	NA	NA	0.137	0.113	NA	0.113	FALSE	3.77322613210725e-05
CNV_chr10_58314_64914	ln_P_ffa120_combined	10	58314	0.0003763	0.5252	25	0.00929022668153	2691	0.0768685	0.0140949	10:92996-94055	NA	NA	NA	NA	NA	NA	NA	NA	0.882	0.156	0.191	0.1735	FALSE	0.000331220957377096
CNV_chr10_64865_68134	ln_P_ffa120_combined	10	64865	1.691e-05	0.4493	88	0.032701597919	2691	0.0768685	0.0140949	10:92996-94055	NA	NA	NA	NA	NA	NA	NA	NA	0.261	0.151	0.134	0.1425	FALSE	1.89170075282384e-05
CNV_chr10_65848_68234	ln_P_ffa120_combined	10	65848	0.0001507	0.4911	39	0.0144927536232	2691	0.0768685	0.0140949	10:92996-94055	NA	NA	NA	NA	NA	NA	NA	NA	0.703	0.147	0.169	0.158	FALSE	0.000143247363007289
CNV_chr14_105585932_105587266	ln_P_ffa120_combined	14	105585932	0.0003601	-0.4074	78	0.0289855072464	2691	0.315234	-0.010252	14:106053890-106054212	NA	NA	NA	NA	NA	NA	NA	NA	0.109	0.129	0.134	0.1315	FALSE	0.00114464401536205
CNV_chr11_27050705_27051904	S_ApoA1_combined	11	27050705	0.0006943	-0.5095	45	0.0130966239814	3436	0.0911664	-0.0182301	11:27076977-27077197	NA	NA	NA	NA	NA	NA	NA	NA	0.374	0.118	0.176	0.147	FALSE	0.000675230045227451
CNV_chr11_27176997_27188377	S_ApoA1_combined	11	27176997	0.000787	-0.495	47	0.0136786961583	3436	0.0911664	-0.0182301	11:27076977-27077197	NA	NA	NA	NA	NA	NA	NA	NA	0.388	0.112	0.176	0.144	FALSE	0.000756392157060697
CNV_chr1_6377986_6385853	S_totalc_combined	1	6377986	0.0005454	-0.163	492	0.122084367246	4030	0.783186	-0.00290821	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.98	0.506	0.467	0.4865	FALSE	0.00374113725836191
CNV_chr10_37162527_37167761	S_ldlc_combined	10	37162527	0.000641	-0.6575	27	0.00863171355499	3128	0.786322	-0.0013909	10:37454002-37454103	NA	NA	NA	NA	NA	NA	NA	NA	0.562	0.194	0.31	0.252	FALSE	0.00433108490732136
CNV_chr10_37165502_37167661	S_ldlc_combined	10	37165502	0.0008855	-0.6527	26	0.00831202046036	3128	0.786322	-0.0013909	10:37454002-37454103	NA	NA	NA	NA	NA	NA	NA	NA	0.567	0.194	0.294	0.244	FALSE	0.00575812668384778
CNV_chr19_42903198_42904348	VLDL_C_combined	19	42903198	0.0006166	0.3599	88	0.0280165552372	3141	0.0705329	-0.0177326	19:43411727-43412007	NA	NA	NA	NA	NA	NA	NA	NA	0.313	0.419	0.449	0.434	FALSE	0.00048026506640669
CNV_chr10_37162527_37167761	Remnant_C_combined	10	37162527	0.0006964	-0.6804	25	0.00795924864693	3141	0.178814	-0.00745813	10:37454002-37454103	NA	NA	NA	NA	NA	NA	NA	NA	0.562	0.194	0.31	0.252	FALSE	0.00124413939722094
CNV_chr19_42861018_42916069	Remnant_C_combined	19	42861018	0.0007894	0.3571	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.498	0.572	0.535	FALSE	0.000423275869187388
CNV_chr19_42879836_42905413	Remnant_C_combined	19	42879836	0.0007894	0.3571	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.498	0.572	0.535	FALSE	0.000423275869187388
CNV_chr19_42902453_42905313	Remnant_C_combined	19	42902453	0.0007894	0.3571	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.498	0.572	0.535	FALSE	0.000423275869187388
CNV_chr19_42903198_42904348	Remnant_C_combined	19	42903198	0.0007416	0.3544	88	0.0280165552372	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.313	0.464	0.535	0.4995	FALSE	0.000399866845119002
CNV_chr19_42905714_42916569	Remnant_C_combined	19	42905714	0.0007894	0.3571	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.498	0.572	0.535	FALSE	0.000423275869187388
CNV_chr19_42908201_42910051	Remnant_C_combined	19	42908201	0.0004142	0.3776	85	0.0270614453996	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.329	0.482	0.567	0.5245	FALSE	0.000234903394706403
CNV_chr19_42915221_42923741	Remnant_C_combined	19	42915221	0.0009064	0.3528	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.507	0.581	0.544	FALSE	0.000480004072684889
CNV_chr19_42917131_42925744	Remnant_C_combined	19	42917131	0.0009064	0.3528	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.507	0.581	0.544	FALSE	0.000480004072684889
CNV_chr19_42917733_42938381	Remnant_C_combined	19	42917733	0.0009064	0.3528	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.507	0.581	0.544	FALSE	0.000480004072684889
CNV_chr19_42925495_42927245	Remnant_C_combined	19	42925495	0.0009532	0.3512	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.318	0.5	0.574	0.537	FALSE	0.000502486877468321
CNV_chr19_42934466_42935600	Remnant_C_combined	19	42934466	0.0004506	0.373	86	0.0273798153454	3141	0.047953	-0.0125183	19:43433593-43433873	NA	NA	NA	NA	NA	NA	NA	NA	0.361	0.45	0.55	0.5	FALSE	0.000253726730714626
CNV_chr1_6377986_6385853	IDL_C_combined	1	6377986	0.0005616	-0.1844	390	0.124124761299	3142	0.19821	-0.0185826	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.98	0.506	0.467	0.4865	FALSE	0.00112462935363245
CNV_chr1_6377986_6385853	IDL_P_combined	1	6377986	0.0009401	-0.1763	390	0.124164278892	3141	0.181584	-0.0192287	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.98	0.506	0.467	0.4865	FALSE	0.00165168717610104
CNV_chr6_32036849_32039003	XXL_VLDL_P_combined	6	32036849	0.0002015	-0.6658	28	0.008911521324	3142	0.0158285	-0.0132514	6:32006870-32007026	NA	NA	NA	NA	NA	NA	NA	NA	0.166	0.239	0.24	0.2395	FALSE	4.3553959635047e-05
CNV_chr5_840109_842194	SM_combined	5	840109	0.0009468	0.06233	1772	0.564510990761	3139	0.265559	-0.00324259	5:833855-833955	NA	NA	NA	NA	NA	NA	NA	NA	0.175	0.179	NA	0.179	FALSE	0.00233537927224525
CNV_chr10_46126834_46131001	Ala_combined	10	46126834	0.000543	0.179	387	0.137526652452	2814	0.645927	0.00323423	10:51464463-51465940	NA	NA	NA	NA	NA	NA	NA	NA	0.953	0.637	0.59	0.6135	FALSE	0.00314102687775035
CNV_chr16_69962899_69966712	Ala_combined	16	69962899	0.0009356	-0.3584	78	0.0277185501066	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.406	0.221	0.177	0.199	FALSE	3.49699175217209e-08
CNV_chr16_69963515_69967227	Ala_combined	16	69963515	0.0005201	-0.3599	86	0.0305614783227	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.372	0.239	0.24	0.2395	FALSE	1.99775839909231e-08
CNV_chr16_69971959_69973047	Ala_combined	16	69971959	3.307e-06	-0.5613	66	0.0234541577825	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.291	0.287	0.326	0.3065	FALSE	1.56482447641483e-10
CNV_chr16_69977205_70005997	Ala_combined	16	69977205	1.384e-06	-0.5346	79	0.0280739161336	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.251	0.478	0.447	0.4625	FALSE	6.76119478673255e-11
CNV_chr16_69982813_69983880	Ala_combined	16	69982813	1.467e-05	-0.5188	67	0.0238095238095	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.271	0.337	0.352	0.3445	FALSE	6.55675044738531e-10
CNV_chr16_70024435_70049950	Ala_combined	16	70024435	1.384e-06	-0.5346	79	0.0280739161336	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.251	0.478	0.447	0.4625	FALSE	6.76119478673255e-11
CNV_chr16_70041038_70043650	Ala_combined	16	70041038	3.489e-06	-0.5107	80	0.0284292821606	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.253	0.469	0.438	0.4535	FALSE	1.64765245044511e-10
CNV_chr16_70092404_70093627	Ala_combined	16	70092404	6.116e-05	-0.5207	56	0.0199004975124	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.224	0.297	0.356	0.3265	FALSE	2.57977066825124e-09
CNV_chr16_70105335_70106413	Ala_combined	16	70105335	0.0003731	-0.4286	66	0.0234541577825	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.258	0.313	0.256	0.2845	FALSE	1.45494188278115e-08
CNV_chr16_70118415_70120749	Ala_combined	16	70118415	4.387e-06	-0.4965	83	0.0294953802416	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.224	0.491	0.455	0.473	FALSE	2.05403122736312e-10
CNV_chr11_55350802_55356635	Gly_combined	11	55350802	0.0004151	-0.6091	23	0.00879204892966	2616	0.222485	0.0299531	11:55135359-55136395	NA	NA	NA	NA	NA	NA	NA	NA	0.534	0.195	0.155	0.175	FALSE	0.00095030729300231
CNV_chr2_87431934_87473793	Phe_combined	2	87431934	9.477e-05	-0.1987	204	0.0724946695096	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.584	0.494	0.268	0.381	FALSE	0.000145866152480887
CNV_chr2_87530824_87534116	Phe_combined	2	87530824	0.0005057	-0.1761	238	0.0845771144279	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.502	0.422	0.219	0.3205	FALSE	0.00067278623210804
CNV_chr2_87536524_87537688	Phe_combined	2	87536524	5.606e-05	-0.1991	235	0.0835110163468	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.417	0.366	0.193	0.2795	FALSE	8.99546344888052e-05
CNV_chr2_87550238_87552333	Phe_combined	2	87550238	2.661e-06	-0.204	352	0.125088841507	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.378	0.342	0.151	0.2465	FALSE	5.28092402757294e-06
CNV_chr2_87551396_87558838	Phe_combined	2	87551396	6.178e-05	-0.2187	201	0.0714285714286	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.559	0.459	0.234	0.3465	FALSE	9.83847266415225e-05
CNV_chr2_87561984_87569574	Phe_combined	2	87561984	9.049e-05	-0.1979	223	0.0792466240227	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.555	0.457	0.249	0.353	FALSE	0.000139799890045551
CNV_chr2_87574275_87580686	Phe_combined	2	87574275	0.0001799	-0.182	237	0.0842217484009	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.533	0.455	0.237	0.346	FALSE	0.000262519880307294
CNV_chr2_87574325_87595200	Phe_combined	2	87574325	0.0001575	-0.1828	237	0.0842217484009	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.541	0.455	0.242	0.3485	FALSE	0.000232443564546426
CNV_chr2_87634740_87663635	Phe_combined	2	87634740	0.0001669	-0.183	239	0.0849324804549	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.544	0.45	0.24	0.345	FALSE	0.000245110222584069
CNV_chr2_87669818_87676090	Phe_combined	2	87669818	5.496e-05	-0.1917	281	0.0998578535892	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.464	0.391	0.186	0.2885	FALSE	8.83253390113824e-05
CNV_chr2_87685856_87691592	Phe_combined	2	87685856	0.0001168	-0.2021	205	0.0728500355366	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.589	0.476	0.251	0.3635	FALSE	0.000176730418703544
CNV_chr2_87694602_87698482	Phe_combined	2	87694602	3.776e-05	-0.2144	197	0.0700071073205	2814	0.124667	-0.0112945	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.575	0.467	0.26	0.3635	FALSE	6.24504507689182e-05
CNV_chr6_31411862_31413385	Phe_combined	6	31411862	0.0003121	0.8514	18	0.00639658848614	2814	0.00304011	-0.0341854	6:31380101-31380238	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.119	NA	0.119	FALSE	1.41070769522713e-05
CNV_chr6_31424669_31425868	Phe_combined	6	31424669	0.0004032	0.9833	13	0.0046197583511	2814	0.0681899	-0.0238519	6:31378848-31379137	NA	NA	NA	NA	NA	NA	NA	NA	0.764	0.128	NA	0.128	FALSE	0.000316225177511789
CNV_chr1_6377548_6380115	Tyr_combined	1	6377548	0.0007359	0.2009	330	0.117312477782	2813	0.830296	-0.0036001	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.944	0.456	0.429	0.4425	FALSE	0.00513276243017462
CNV_chr1_6377986_6385853	Tyr_combined	1	6377986	0.0007729	0.1899	349	0.124066832563	2813	0.830296	-0.0036001	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.98	0.506	0.467	0.4865	FALSE	0.00535934976042561
CNV_chr6_31411862_31413385	Tyr_combined	6	31411862	0.0001644	0.8838	18	0.00639886242446	2813	0.316212	-0.01169	6:31380101-31380238	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.119	NA	0.119	FALSE	0.000564796403240624
CNV_chr6_31424669_31425868	Tyr_combined	6	31424669	0.0001012	1.071	13	0.00462140063989	2813	0.827778	0.00237077	6:31378319-31378575	NA	NA	NA	NA	NA	NA	NA	NA	0.764	0.14	NA	0.14	FALSE	0.000870166122622162
CNV_chr16_69962899_69966712	Pyr_combined	16	69962899	0.0002096	-0.3784	88	0.0281960909965	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.406	0.221	0.177	0.199	FALSE	7.67892272529211e-15
CNV_chr16_69963515_69967227	Pyr_combined	16	69963515	0.0002994	-0.3531	97	0.0310797821211	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.372	0.239	0.24	0.2395	FALSE	1.08634585556353e-14
CNV_chr16_69971959_69973047	Pyr_combined	16	69971959	1.005e-07	-0.5943	77	0.0246715796219	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.291	0.287	0.326	0.3065	FALSE	4.44013047635939e-18
CNV_chr16_69977205_70005997	Pyr_combined	16	69977205	1.589e-08	-0.5817	91	0.0291573213714	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.251	0.478	0.447	0.4625	FALSE	7.30957550979726e-19
CNV_chr16_69982813_69983880	Pyr_combined	16	69982813	9.414e-11	-0.7175	78	0.0249919897469	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.271	0.337	0.352	0.3445	FALSE	4.80713520617587e-21
CNV_chr16_70024435_70049950	Pyr_combined	16	70024435	1.589e-08	-0.5817	91	0.0291573213714	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.251	0.478	0.447	0.4625	FALSE	7.30957550979726e-19
CNV_chr16_70041038_70043650	Pyr_combined	16	70041038	5.54e-08	-0.5534	93	0.0297981416213	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.253	0.469	0.438	0.4535	FALSE	2.48016420000727e-18
CNV_chr16_70092404_70093627	Pyr_combined	16	70092404	3.833e-06	-0.5512	67	0.0214674783723	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.224	0.297	0.356	0.3265	FALSE	1.55566424931258e-16
CNV_chr16_70105335_70106413	Pyr_combined	16	70105335	9.967e-07	-0.5461	77	0.0246715796219	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.258	0.313	0.256	0.2845	FALSE	4.17773508893978e-17
CNV_chr16_70118415_70120749	Pyr_combined	16	70118415	2.226e-07	-0.5195	96	0.0307593719962	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.224	0.491	0.455	0.473	FALSE	9.65982281407371e-18
CNV_chr16_70120150_70121316	Pyr_combined	16	70120150	3.538e-05	-0.4151	99	0.031720602371	3121	9.87115e-13	-0.047483	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.231	0.236	0.251	0.2435	FALSE	1.35831649078037e-15
CNV_chr7_38250665_38258219	Glol_combined	7	38250665	0.0002423	-0.3084	143	0.0490566037736	2915	0.110019	0.0155403	7:38301745-38301846	NA	NA	NA	NA	NA	NA	NA	NA	0.563	0.383	0.311	0.347	FALSE	0.000307427112075078
CNV_chr7_38250815_38251927	Glol_combined	7	38250815	0.0004101	-0.3457	103	0.0353344768439	2915	0.110019	0.0155403	7:38301745-38301846	NA	NA	NA	NA	NA	NA	NA	NA	0.279	0.279	0.162	0.2205	FALSE	0.000496586976490732
CNV_chr7_38250665_38258219	ln_bOHBut_combined	7	38250665	0.0004059	-0.2944	146	0.0491913746631	2968	0.0137895	0.023647	7:38301745-38301846	NA	NA	NA	NA	NA	NA	NA	NA	0.563	0.383	0.311	0.347	FALSE	7.32849984822979e-05
CNV_chr19_43233916_43260218	ln_bOHBut_combined	19	43233916	0.00025	0.1742	465	0.15667115903	2968	0.10355	-0.00641161	19:43762108-43762609	NA	NA	NA	NA	NA	NA	NA	NA	0.971	0.838	0.744	0.791	FALSE	0.000299304811700042
CNV_chr19_43237317_43253610	ln_bOHBut_combined	19	43237317	0.00025	0.1742	465	0.15667115903	2968	0.10355	-0.00641161	19:43762108-43762609	NA	NA	NA	NA	NA	NA	NA	NA	0.971	0.838	0.744	0.791	FALSE	0.000299304811700042
CNV_chr19_43241598_43260670	ln_bOHBut_combined	19	43241598	0.00025	0.1742	465	0.15667115903	2968	0.10355	-0.00641161	19:43762108-43762609	NA	NA	NA	NA	NA	NA	NA	NA	0.971	0.838	0.744	0.791	FALSE	0.000299304811700042
CNV_chr19_43253299_43254455	ln_bOHBut_combined	19	43253299	0.0002556	0.174	464	0.156334231806	2968	0.10355	-0.00641161	19:43762108-43762609	NA	NA	NA	NA	NA	NA	NA	NA	0.972	0.821	0.737	0.779	FALSE	0.00030542291278362
CNV_chr19_43257823_43259523	ln_bOHBut_combined	19	43257823	0.0002645	0.1734	466	0.157008086253	2968	0.10355	-0.00641161	19:43762108-43762609	NA	NA	NA	NA	NA	NA	NA	NA	0.971	0.835	0.744	0.7895	FALSE	0.000315120291235671
CNV_chr22_42129174_42138465	ln_bOHBut_combined	22	42129174	0.0006848	-0.1762	369	0.124326145553	2968	0.254804	0.00794606	22:42523843-42523986	NA	NA	NA	NA	NA	NA	NA	NA	0.295	0.345	0.267	0.306	FALSE	0.00168446227807891
CNV_chr1_12794321_12796693	ln_Vitamin_D_combined	1	12794321	0.0005801	-1.079	10	0.0148588410104	673	0.465638	0.00396374	1:12853376-12853664	NA	NA	NA	NA	NA	NA	NA	NA	0.286	0.124	0.105	0.1145	FALSE	0.00248957204030139
39064	S_totalc_combined	1	6378113	0.0004664	0.4476	490	0.12158808933	4030	0.783186	-0.00290821	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.976	0.474	0.429	0.4515	FALSE	0.00325639886165189
119881	S_hdlc_combined	2	130451307	0.000106	-2.861	61	0.0151402333085	4029	0.0210865	0.00716417	2:131414121-131415451	13950	13895/54/1	0.00665	0.364	-0.1112	<DUP>	0.33	0.0068	0.14	0.469	0.483	0.476	FALSE	3.13173858504511e-05
39064	Tyr_combined	1	6378113	0.000696	-0.5201	347	0.123355847849	2813	0.830296	-0.0036001	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.976	0.474	0.429	0.4515	FALSE	0.00488668153768333
39064	Val_combined	1	6378113	0.0005782	-0.5264	347	0.123312011372	2814	0.50285	0.0110608	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.976	0.474	0.429	0.4515	FALSE	0.00265832350268151
chr9_133061101_133081200	height_combined	9	133061101	0.0002272	0.2447	438	0.108711839166	4029	0.133208	-0.00371996	9:135945847-135946046	NA	NA	NA	NA	NA	NA	NA	NA	0.436	0.565	0.455	0.51	FALSE	0.000345186539549016
chr9_133071601_133082300	height_combined	9	133071601	0.0001223	0.1928	383	0.0950608091338	4029	0.133208	-0.00371996	9:135945847-135946046	NA	NA	NA	NA	NA	NA	NA	NA	0.356	0.569	0.472	0.5205	FALSE	0.000195901340065183
chr9_133076701_133081300	height_combined	9	133076701	0.0001049	0.1847	381	0.0945644080417	4029	0.133208	-0.00371996	9:135945847-135946046	NA	NA	NA	NA	NA	NA	NA	NA	0.357	0.547	0.452	0.4995	FALSE	0.000170174358714405
chr11_101701_108200	bmi_combined	11	101701	0.0002813	0.2109	2695	0.668900471581	4029	0.234143	-0.00237407	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.238	0.106	0.112	0.109	FALSE	0.000700001327772507
chr11_155001_175500	bmi_combined	11	155001	0.000875	0.1555	1814	0.450235790519	4029	0.234143	-0.00237407	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.588	0.263	0.293	0.278	FALSE	0.00194490207960822
chr11_165601_175500	bmi_combined	11	165601	0.0009067	0.1481	1872	0.464631422189	4029	0.234143	-0.00237407	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.653	0.27	0.304	0.287	FALSE	0.00200780791501848
chr11_165801_176400	bmi_combined	11	165801	0.0009855	0.1398	1947	0.483246463142	4029	0.234143	-0.00237407	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.691	0.305	0.343	0.324	FALSE	0.00216307367535454
chr11_170401_175500	bmi_combined	11	170401	0.0004066	0.1635	1913	0.474807644577	4029	0.234143	-0.00237407	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.593	0.275	0.31	0.2925	FALSE	0.000976730869019089
chr7_72945201_72963000	waist_combined	7	72945201	0.0003121	-0.5151	48	0.0119165839126	4028	0.43992	0.00393074	7:72419851-72420031	NA	NA	NA	NA	NA	NA	NA	NA	0.768	0.107	0.184	0.1455	FALSE	0.00135834728150593
chr2_126687201_126694800	hip_combined	2	126687201	0.0008644	0.4345	79	0.0196127110228	4028	0.0960876	0.0116838	2:127451431-127451532	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.163	0.131	0.147	FALSE	0.000863469733507363
chr6_73104401_73336700	hip_combined	6	73104401	0.0003763	-1.126	13	0.003227408143	4028	0.50646	-0.00992462	6:73904174-73905138	NA	NA	NA	NA	NA	NA	NA	NA	0.445	NA	0.15	0.15	FALSE	0.00182298896186241
chr2_87700601_87702100	fatmass_combined	2	87700601	0.0003869	0.1336	1391	0.460443561735	3021	0.248626	0.00705295	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.699	0.182	NA	0.182	FALSE	0.000985900561756329
chr2_87700601_87702100	weight_combined	2	87700601	0.0004155	0.1172	1832	0.45459057072	4030	0.230198	-0.00854128	2:87779723-87779823	NA	NA	NA	NA	NA	NA	NA	NA	0.699	0.14	NA	0.14	FALSE	0.000980847766619385
chr11_26966201_27220000	weight_combined	11	26966201	0.0005276	0.5029	54	0.0133995037221	4030	0.000696055	0.0225305	11:27147200-27147368	NA	NA	NA	NA	NA	NA	NA	NA	0.396	0.178	0.23	0.204	FALSE	5.80870650498119e-06
chr11_26969501_27010500	weight_combined	11	26969501	0.0005294	0.4843	47	0.0116625310174	4030	0.000696055	0.0225305	11:27147200-27147368	NA	NA	NA	NA	NA	NA	NA	NA	0.404	0.172	0.212	0.192	FALSE	5.82726889290314e-06
chr11_26969601_27219800	weight_combined	11	26969601	0.0005854	0.4972	55	0.0136476426799	4030	0.000696055	0.0225305	11:27147200-27147368	NA	NA	NA	NA	NA	NA	NA	NA	0.395	0.178	0.231	0.2045	FALSE	6.40270653447553e-06
chr9_66213201_66218600	systbp_combined	9	66213201	0.0004076	-0.2009	1085	0.269364448858	4028	0.759673	-0.00071696	9:42368414-42368618	NA	NA	NA	NA	NA	NA	NA	NA	0.282	0.107	0.126	0.1165	FALSE	0.00281158416970757
chr9_94333401_94340500	diastbp_combined	9	94333401	0.0005601	0.2504	1112	0.276067527309	4028	0.984238	-7.23606e-05	9:97090847-97090948	NA	NA	NA	NA	NA	NA	NA	NA	0.294	0.2	0.245	0.2225	FALSE	0.00468761917500139
chr9_94337301_94340000	diastbp_combined	9	94337301	4.379e-05	0.2327	1074	0.266633565045	4028	0.984238	-7.23606e-05	9:97090847-97090948	NA	NA	NA	NA	NA	NA	NA	NA	0.302	0.176	0.215	0.1955	FALSE	0.000476338472740032
chr9_66213201_66218600	pulsepress_combined	9	66213201	0.00058	-0.1955	1085	0.269364448858	4028	0.970233	-8.82085e-05	9:42368414-42368618	NA	NA	NA	NA	NA	NA	NA	NA	0.282	0.107	0.126	0.1165	FALSE	0.00477351420749649
chr22_41962701_42147200	eGFR_MDRD_combined	22	41962701	0.0007878	-1.126	13	0.00326469110999	3982	0.513254	-0.00184937	22:42523448-42523637	NA	NA	NA	NA	NA	NA	NA	NA	0.063	0.145	0.184	0.1645	FALSE	0.00356356303347807
